source,question,answer,img_id,question_norm,question_type,answer_type
Instrument,How many findings are present?,1,clb0lbx05dq3c086u1caa4dmy,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx05dq3c086u1caa4dmy,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx05dq3c086u1caa4dmy,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx05dq3c086u1caa4dmy,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx05dq3c086u1caa4dmy,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx05dq3c086u1caa4dmy,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx05dq3g086uhjvh4pa0,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,no,clb0lbx05dq3g086uhjvh4pa0,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx05dq3g086uhjvh4pa0,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx05dq3g086uhjvh4pa0,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx05dq3g086uhjvh4pa0,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx05dq3g086uhjvh4pa0,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center; upper-left; upper-right,clb0lbx05dq3g086uhjvh4pa0,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx05dq3g086uhjvh4pa0,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx05dq3g086uhjvh4pa0,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx05dq3k086uhola18m0,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx05dq3k086uhola18m0,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-right; lower-center; upper-center; upper-left,clb0lbx05dq3k086uhola18m0,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx05dq3k086uhola18m0,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx05dq3k086uhola18m0,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx05dq3k086uhola18m0,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx05dq3k086uhola18m0,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx05dq3k086uhola18m0,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx05dq3k086uhola18m0,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq3o086uheesgc6k,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq3o086uheesgc6k,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx06dq3o086uheesgc6k,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq3o086uheesgc6k,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq3o086uheesgc6k,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx06dq3o086uheesgc6k,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center-left; upper-left,clb0lbx06dq3o086uheesgc6k,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq3o086uheesgc6k,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq3o086uheesgc6k,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq3s086u47ms360v,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq3s086u47ms360v,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-left,clb0lbx06dq3s086u47ms360v,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq3s086u47ms360v,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq3s086u47ms360v,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq3s086u47ms360v,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq3s086u47ms360v,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx06dq3s086u47ms360v,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq3s086u47ms360v,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq3w086u2x6haz0k,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq3w086u2x6haz0k,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq3w086u2x6haz0k,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq3w086u2x6haz0k,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq3w086u2x6haz0k,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx06dq3w086u2x6haz0k,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; lower-center; upper-center; upper-left,clb0lbx06dq3w086u2x6haz0k,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq3w086u2x6haz0k,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq3w086u2x6haz0k,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq40086uhhai8ka5,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq40086uhhai8ka5,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center; upper-left,clb0lbx06dq40086uhhai8ka5,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq40086uhhai8ka5,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq40086uhhai8ka5,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq40086uhhai8ka5,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx06dq40086uhhai8ka5,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,no,clb0lbx06dq40086uhhai8ka5,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq44086ubind8vjq,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,no,clb0lbx06dq44086ubind8vjq,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx06dq44086ubind8vjq,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq44086ubind8vjq,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq44086ubind8vjq,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq44086ubind8vjq,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq44086ubind8vjq,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; lower-center; lower-left; upper-left,clb0lbx06dq44086ubind8vjq,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq44086ubind8vjq,how many findings are present,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq48086u6dyle74g,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq48086u6dyle74g,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-left,clb0lbx06dq48086u6dyle74g,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq48086u6dyle74g,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq48086u6dyle74g,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq48086u6dyle74g,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq48086u6dyle74g,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx06dq48086u6dyle74g,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq48086u6dyle74g,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq4c086uckpef5uu,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq4c086uckpef5uu,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq4c086uckpef5uu,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq4c086uckpef5uu,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq4c086uckpef5uu,have all polyps been removed,Yes/No,Token
Instrument,Where in the image is the instrument?,center; upper-center; upper-left,clb0lbx06dq4c086uckpef5uu,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq4c086uckpef5uu,how many findings are present,Counting,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq4c086uckpef5uu,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq4c086uckpef5uu,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq4g086uc8pt0brb,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq4g086uc8pt0brb,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center-right; lower-right; upper-right,clb0lbx06dq4g086uc8pt0brb,where in the image is the instrument,Location,List
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq4g086uc8pt0brb,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq4g086uc8pt0brb,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq4g086uc8pt0brb,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx06dq4g086uc8pt0brb,is there text,Yes/No,Yes/No
Instrument,How many findings are present?,1,clb0lbx06dq4g086uc8pt0brb,how many findings are present,Counting,Numeric
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq4g086uc8pt0brb,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq4k086uer1zeoql,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq4k086uer1zeoql,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq4k086uer1zeoql,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq4k086uer1zeoql,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq4k086uer1zeoql,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx06dq4k086uer1zeoql,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbx06dq4k086uer1zeoql,where in the image is the instrument,Location,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq4k086uer1zeoql,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq4k086uer1zeoql,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq4o086ub4x2fia4,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq4o086ub4x2fia4,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbx06dq4o086ub4x2fia4,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq4o086ub4x2fia4,how many findings are present,Counting,Numeric
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq4o086ub4x2fia4,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx06dq4o086ub4x2fia4,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx06dq4o086ub4x2fia4,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq4o086ub4x2fia4,what type of procedure is the image taken from,Entity,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq4o086ub4x2fia4,have all polyps been removed,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq4s086ue3m0f07k,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq4s086ue3m0f07k,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; lower-center; upper-center; upper-left,clb0lbx06dq4s086ue3m0f07k,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq4s086ue3m0f07k,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq4s086ue3m0f07k,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq4s086ue3m0f07k,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq4s086ue3m0f07k,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx06dq4s086ue3m0f07k,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq4s086ue3m0f07k,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq4w086uct516au3,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq4w086uct516au3,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq4w086uct516au3,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq4w086uct516au3,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq4w086uct516au3,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx06dq4w086uct516au3,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; lower-center; upper-center; upper-left,clb0lbx06dq4w086uct516au3,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq4w086uct516au3,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq4w086uct516au3,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Where in the image is the instrument?,center; center-right; upper-center; upper-right,clb0lbx06dq50086ugrknh03j,where in the image is the instrument,Location,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq50086ugrknh03j,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq50086ugrknh03j,how many instrumnets are in the image,Counting,Numeric
Instrument,How many findings are present?,1,clb0lbx06dq50086ugrknh03j,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq50086ugrknh03j,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq50086ugrknh03j,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq50086ugrknh03j,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx06dq50086ugrknh03j,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq50086ugrknh03j,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq54086u76hp9vlf,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq54086u76hp9vlf,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq54086u76hp9vlf,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq54086u76hp9vlf,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq54086u76hp9vlf,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx06dq54086u76hp9vlf,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbx06dq54086u76hp9vlf,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq54086u76hp9vlf,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq54086u76hp9vlf,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq58086u2gthddzw,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq58086u2gthddzw,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbx06dq58086u2gthddzw,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx06dq58086u2gthddzw,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq58086u2gthddzw,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq58086u2gthddzw,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx06dq58086u2gthddzw,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,no,clb0lbx06dq58086u2gthddzw,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq58086u2gthddzw,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx06dq5c086u5jh2ck3q,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx06dq5c086u5jh2ck3q,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx06dq5c086u5jh2ck3q,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx06dq5c086u5jh2ck3q,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx06dq5c086u5jh2ck3q,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx06dq5c086u5jh2ck3q,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; lower-center; upper-center; upper-right,clb0lbx06dq5c086u5jh2ck3q,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx06dq5c086u5jh2ck3q,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx06dq5c086u5jh2ck3q,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq5g086u6fqj9ddc,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Where in the image is the instrument?,center; upper-center; upper-left,clb0lbx07dq5g086u6fqj9ddc,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx07dq5g086u6fqj9ddc,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq5g086u6fqj9ddc,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx07dq5g086u6fqj9ddc,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq5g086u6fqj9ddc,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq5g086u6fqj9ddc,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq5g086u6fqj9ddc,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq5k086u0fxbguet,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx07dq5k086u0fxbguet,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq5k086u0fxbguet,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx07dq5k086u0fxbguet,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq5k086u0fxbguet,have all polyps been removed,Yes/No,Token
Instrument,Where in the image is the instrument?,center; center-left; upper-left,clb0lbx07dq5k086u0fxbguet,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq5k086u0fxbguet,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq5k086u0fxbguet,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq5o086u5y8e7om9,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq5o086u5y8e7om9,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,center-left; lower-left; upper-left,clb0lbx07dq5o086u5y8e7om9,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx07dq5o086u5y8e7om9,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq5o086u5y8e7om9,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx07dq5o086u5y8e7om9,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq5o086u5y8e7om9,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq5o086u5y8e7om9,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq5o086u5y8e7om9,what type of procedure is the image taken from,Entity,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq5s086u5f4sfy08,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx07dq5s086u5f4sfy08,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbx07dq5s086u5f4sfy08,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,no,clb0lbx07dq5s086u5f4sfy08,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq5s086u5f4sfy08,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx07dq5s086u5f4sfy08,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center-left; lower-left; upper-left,clb0lbx07dq5s086u5f4sfy08,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq5s086u5f4sfy08,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq5s086u5f4sfy08,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq5w086u40kzgt11,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq5w086u40kzgt11,how many instrumnets are in the image,Counting,Numeric
Instrument,Where in the image is the instrument?,upper-center; upper-left,clb0lbx07dq5w086u40kzgt11,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx07dq5w086u40kzgt11,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq5w086u40kzgt11,have all polyps been removed,Yes/No,Token
Instrument,Is this finding easy to detect?,yes,clb0lbx07dq5w086u40kzgt11,is this finding easy to detect,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq5w086u40kzgt11,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is there text?,yes,clb0lbx07dq5w086u40kzgt11,is there text,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq5w086u40kzgt11,what type of procedure is the image taken from,Entity,Token
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq60086u8is2ecr8,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq60086u8is2ecr8,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Where in the image is the instrument?,center; center-left; upper-left,clb0lbx07dq60086u8is2ecr8,where in the image is the instrument,Location,List
Instrument,How many findings are present?,1,clb0lbx07dq60086u8is2ecr8,how many findings are present,Counting,Numeric
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq60086u8is2ecr8,have all polyps been removed,Yes/No,Token
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq60086u8is2ecr8,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx07dq60086u8is2ecr8,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq60086u8is2ecr8,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx07dq60086u8is2ecr8,is this finding easy to detect,Yes/No,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbx07dq64086uab9a782w,what type of procedure is the image taken from,Entity,Token
Instrument,Is there text?,yes,clb0lbx07dq64086uab9a782w,is there text,Yes/No,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbx07dq64086uab9a782w,is there a green black box artefact,Yes/No,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbx07dq64086uab9a782w,is this finding easy to detect,Yes/No,Yes/No
Instrument,Have all polyps been removed?,not relevant,clb0lbx07dq64086uab9a782w,have all polyps been removed,Yes/No,Token
Instrument,How many findings are present?,1,clb0lbx07dq64086uab9a782w,how many findings are present,Counting,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-center; upper-left,clb0lbx07dq64086uab9a782w,where in the image is the instrument,Location,List
Instrument,How many instrumnets are in the image?,1,clb0lbx07dq64086uab9a782w,how many instrumnets are in the image,Counting,Numeric
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq64086uab9a782w,are there any instruments in the image check all that are present,Yes/No,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbx07dq68086u454k95yy,are there any instruments in the image check all that are present,Yes/No,Token
