split,img_id,image_path,question,answer,question_type,answer_type,orig_height,orig_width
train,clb0lbwzpdpgc086ufxb2dyvu,out/images/raw/clb0lbwzpdpgc086ufxb2dyvu.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Are there any instruments in the image? Check all that are present.,tube,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,How many instrumnets are in the image?,1,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Where in the image is the instrument?,center; center-right; lower-center; upper-center; upper-right,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,How many findings are present?,1,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Is this finding easy to detect?,yes,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Have all polyps been removed?,not relevant,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Is there a green/black box artefact?,no,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Is there text?,yes,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,What color is the abnormality? If more than one separate with ;,red; pink,,,1024,1280
train,clb0lbwzpdpgg086u34u63kks,out/images/raw/clb0lbwzpdpgg086u34u63kks.jpg,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,Are there any instruments in the image? Check all that are present.,tube,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,How many instrumnets are in the image?,1,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,Where in the image is the instrument?,lower-center; lower-right,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,How many findings are present?,1,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,Have all polyps been removed?,yes,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,Is this finding easy to detect?,yes,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,Is there a green/black box artefact?,no,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,Is there text?,no,,,1024,1280
train,clb0lbwzpdpgk086u4ktxbrsn,out/images/raw/clb0lbwzpdpgk086u4ktxbrsn.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,How many instrumnets are in the image?,1,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Where in the image is the instrument?,lower-center; lower-right,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,How many findings are present?,1,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Have all polyps been removed?,no,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Is this finding easy to detect?,yes,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Is there a green/black box artefact?,no,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Is there text?,no,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,What is the size of the polyp?,>20mm,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,What type of polyp is present?,paris is,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,What color is the abnormality? If more than one separate with ;,pink; red; white,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,How many polyps are in the image?,1,,,1024,1280
test,clb0lbwzpdpgo086ucmqx7nyu,out/images/raw/clb0lbwzpdpgo086ucmqx7nyu.jpg,Where in the image is the abnormality?,center; center-left; center-right; upper-center; upper-left; upper-right,,,1024,1280
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,Are there any instruments in the image? Check all that are present.,tube,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,How many instrumnets are in the image?,1,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,Where in the image is the instrument?,center; upper-center,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,Have all polyps been removed?,not relevant,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,Is this finding easy to detect?,yes,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,Is there a green/black box artefact?,no,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,Is there text?,no,,,576,720
train,clb0lbwzqdpgs086udym11lca,out/images/raw/clb0lbwzqdpgs086udym11lca.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,How many instrumnets are in the image?,1,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,Where in the image is the instrument?,center; lower-center; lower-right,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,Have all polyps been removed?,not relevant,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,Is this finding easy to detect?,yes,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,Is there a green/black box artefact?,no,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,Is there text?,yes,,,576,720
test,clb0lbwzqdpgw086ueue6gp2m,out/images/raw/clb0lbwzqdpgw086ueue6gp2m.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,Are there any instruments in the image? Check all that are present.,tube,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,How many instrumnets are in the image?,1,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,Where in the image is the instrument?,center; upper-center,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,Have all polyps been removed?,not relevant,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,Is this finding easy to detect?,yes,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,Is there a green/black box artefact?,no,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,Is there text?,no,,,1024,1280
train,clb0lbwzqdph0086uh8q59002,out/images/raw/clb0lbwzqdph0086uh8q59002.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Are there any instruments in the image? Check all that are present.,metal clip,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,How many instrumnets are in the image?,2,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Where in the image is the instrument?,center; center-left; lower-center; lower-right,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,How many findings are present?,2,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Have all polyps been removed?,no,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Is this finding easy to detect?,yes,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Is there a green/black box artefact?,yes,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Is there text?,yes,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,What is the size of the polyp?,5-10mm,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,What type of polyp is present?,paris ip; paris is,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,What color is the abnormality? If more than one separate with ;,white; pink; brown,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,How many polyps are in the image?,2,,,576,720
train,clb0lbwzqdph4086uh4ga8lub,out/images/raw/clb0lbwzqdph4086uh4ga8lub.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Are there any instruments in the image? Check all that are present.,tube,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,How many instrumnets are in the image?,1,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Where in the image is the instrument?,lower-center; lower-right,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,How many findings are present?,1,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Have all polyps been removed?,no,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Is this finding easy to detect?,yes,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Is there a green/black box artefact?,no,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Is there text?,yes,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,What is the size of the polyp?,5-10mm,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,What type of polyp is present?,paris ip,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,What color is the abnormality? If more than one separate with ;,white; blue; pink,,,576,720
train,clb0lbwzqdph8086u0xcbg904,out/images/raw/clb0lbwzqdph8086u0xcbg904.jpg,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,,,576,720
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,How many instrumnets are in the image?,1,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Where in the image is the instrument?,center; center-right; lower-center; lower-right,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,How many findings are present?,1,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Have all polyps been removed?,no,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Is this finding easy to detect?,yes,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Is there a green/black box artefact?,no,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,Is there text?,yes,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,What is the size of the polyp?,5-10mm,,,576,768
train,clb0lbwzqdphc086ufe4negd3,out/images/raw/clb0lbwzqdphc086ufe4negd3.jpg,What type of polyp is present?,paris is,,,576,768
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Are there any instruments in the image? Check all that are present.,tube,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,How many instrumnets are in the image?,1,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Where in the image is the instrument?,lower-center; lower-right,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,How many findings are present?,2,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Are there any abnormalities in the image? Check all that are present.,polyp,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Have all polyps been removed?,no,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Is this finding easy to detect?,yes,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Is there a green/black box artefact?,yes,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Is there text?,yes,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,What is the size of the polyp?,<5mm,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,What type of polyp is present?,paris ip,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,What color is the abnormality? If more than one separate with ;,pink; white,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,How many polyps are in the image?,1,,,576,720
train,clb0lbwzqdphg086u4lxie3xb,out/images/raw/clb0lbwzqdphg086u4lxie3xb.jpg,Where in the image is the abnormality?,center-right; upper-right,,,576,720
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,Are there any instruments in the image? Check all that are present.,tube,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,How many instrumnets are in the image?,1,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,Where in the image is the instrument?,center; center-right; lower-center; lower-right; upper-right,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,Have all polyps been removed?,not relevant,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,Is this finding easy to detect?,not relevant,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,Is there a green/black box artefact?,no,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,Is there text?,yes,,,1024,1280
validation,clb0lbwzqdphk086uf8o0cfnk,out/images/raw/clb0lbwzqdphk086uf8o0cfnk.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,How many instrumnets are in the image?,1,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,Where in the image is the instrument?,center; lower-center; lower-right,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,Have all polyps been removed?,not relevant,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,Is this finding easy to detect?,not relevant,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,Is there a green/black box artefact?,no,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,Is there text?,yes,,,1024,1280
validation,clb0lbwzqdpho086u84f9aohp,out/images/raw/clb0lbwzqdpho086u84f9aohp.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,How many instrumnets are in the image?,1,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,Where in the image is the instrument?,center; lower-center; lower-right,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,Have all polyps been removed?,not relevant,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,Is this finding easy to detect?,not relevant,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,Is there a green/black box artefact?,no,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,Is there text?,yes,,,1024,1280
train,clb0lbwzqdphs086u4w261xr7,out/images/raw/clb0lbwzqdphs086u4w261xr7.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,How many instrumnets are in the image?,1,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,Where in the image is the instrument?,lower-center; lower-right,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,Is this finding easy to detect?,not relevant,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,Have all polyps been removed?,not relevant,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,Is there a green/black box artefact?,no,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,Is there text?,yes,,,576,720
validation,clb0lbwzqdphw086u1knh2eh6,out/images/raw/clb0lbwzqdphw086u1knh2eh6.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,What type of procedure is the image taken from?,colonoscopy,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,Is there text?,yes,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,Is there a green/black box artefact?,no,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,Is this finding easy to detect?,not relevant,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,Have all polyps been removed?,not relevant,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,Where in the image is the instrument?,center; center-right; lower-center; lower-right,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,How many instrumnets are in the image?,1,,,576,720
train,clb0lbwzrdpi0086ufcjqeft4,out/images/raw/clb0lbwzrdpi0086ufcjqeft4.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps; tube,,,576,720
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,Are there any instruments in the image? Check all that are present.,biopsy forceps,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,How many instrumnets are in the image?,1,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,Where in the image is the instrument?,lower-center; lower-right,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,Is there a green/black box artefact?,no,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,Is this finding easy to detect?,not relevant,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,Have all polyps been removed?,yes,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,What type of procedure is the image taken from?,colonoscopy,,,1024,1280
test,clb0lbwzrdpi4086ucfvq8m1z,out/images/raw/clb0lbwzrdpi4086ucfvq8m1z.jpg,Is there text?,no,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,Are there any instruments in the image? Check all that are present.,tube,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,How many instrumnets are in the image?,1,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,Where in the image is the instrument?,lower-center; lower-right,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,How many findings are present?,1,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,Have all polyps been removed?,not relevant,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,Is this finding easy to detect?,yes,,,1024,1280
train,clb0lbwzrdpi8086uhaaa5yj6,out/images/raw/clb0lbwzrdpi8086uhaaa5yj6.jpg,Is there a green/black box artefact?,no,,,1024,1280
