source,question,answer,img_id
Instrument,What type of polyp is present?,paris ip,clb0lbwzodpeo086u3mqu69to
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; orange,clb0lbwzodpeo086u3mqu69to
Instrument,How many findings are present?,2,clb0lbwzodpeo086u3mqu69to
Instrument,How many polyps are in the image?,1,clb0lbwzodpeo086u3mqu69to
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpeo086u3mqu69to
Instrument,Where in the image is the abnormality?,center; center-left,clb0lbwzodpeo086u3mqu69to
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzodpeo086u3mqu69to
Instrument,Are there any instruments in the image? Check all that are present.,metal clip; tube,clb0lbwzodpes086u0ry61dfh
Instrument,Have all polyps been removed?,not relevant,clb0lbwzodpes086u0ry61dfh
Instrument,Is this finding easy to detect?,yes,clb0lbwzodpes086u0ry61dfh
Instrument,Is there a green/black box artefact?,no,clb0lbwzodpes086u0ry61dfh
Instrument,Is there text?,yes,clb0lbwzodpes086u0ry61dfh
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzodpes086u0ry61dfh
Instrument,How many findings are present?,1,clb0lbwzodpes086u0ry61dfh
Instrument,How many polyps are in the image?,0,clb0lbwzodpes086u0ry61dfh
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpes086u0ry61dfh
Instrument,Where in the image is the instrument?,center; upper-center; upper-right,clb0lbwzodpes086u0ry61dfh
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzodpew086udvnc5hs9
Instrument,Have all polyps been removed?,not relevant,clb0lbwzodpew086udvnc5hs9
Instrument,Is this finding easy to detect?,yes,clb0lbwzodpew086udvnc5hs9
Instrument,Is there a green/black box artefact?,no,clb0lbwzodpew086udvnc5hs9
Instrument,Is there text?,yes,clb0lbwzodpew086udvnc5hs9
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzodpew086udvnc5hs9
Instrument,How many findings are present?,1,clb0lbwzodpew086udvnc5hs9
Instrument,How many polyps are in the image?,0,clb0lbwzodpew086udvnc5hs9
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpew086udvnc5hs9
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzodpew086udvnc5hs9
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzodpf0086u1qijgtrq
Instrument,Have all polyps been removed?,not relevant,clb0lbwzodpf0086u1qijgtrq
Instrument,Is this finding easy to detect?,yes,clb0lbwzodpf0086u1qijgtrq
Instrument,Is there a green/black box artefact?,yes,clb0lbwzodpf0086u1qijgtrq
Instrument,Is there text?,yes,clb0lbwzodpf0086u1qijgtrq
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzodpf0086u1qijgtrq
Instrument,How many findings are present?,1,clb0lbwzodpf0086u1qijgtrq
Instrument,How many polyps are in the image?,0,clb0lbwzodpf0086u1qijgtrq
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpf0086u1qijgtrq
Instrument,Where in the image is the instrument?,lower-center,clb0lbwzodpf0086u1qijgtrq
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzodpf4086uc0jvasw0
Instrument,Have all polyps been removed?,not relevant,clb0lbwzodpf4086uc0jvasw0
Instrument,Is this finding easy to detect?,yes,clb0lbwzodpf4086uc0jvasw0
Instrument,Is there a green/black box artefact?,no,clb0lbwzodpf4086uc0jvasw0
Instrument,Is there text?,yes,clb0lbwzodpf4086uc0jvasw0
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzodpf4086uc0jvasw0
Instrument,How many findings are present?,1,clb0lbwzodpf4086uc0jvasw0
Instrument,How many polyps are in the image?,0,clb0lbwzodpf4086uc0jvasw0
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpf4086uc0jvasw0
Instrument,Where in the image is the instrument?,center-left; upper-left,clb0lbwzodpf4086uc0jvasw0
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzodpf8086u5vfb7b9t
Instrument,Have all polyps been removed?,not relevant,clb0lbwzodpf8086u5vfb7b9t
Instrument,Is this finding easy to detect?,yes,clb0lbwzodpf8086u5vfb7b9t
Instrument,Is there a green/black box artefact?,no,clb0lbwzodpf8086u5vfb7b9t
Instrument,Is there text?,yes,clb0lbwzodpf8086u5vfb7b9t
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzodpf8086u5vfb7b9t
Instrument,How many findings are present?,1,clb0lbwzodpf8086u5vfb7b9t
Instrument,How many polyps are in the image?,0,clb0lbwzodpf8086u5vfb7b9t
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpf8086u5vfb7b9t
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzodpf8086u5vfb7b9t
Instrument,Have all polyps been removed?,not relevant,clb0lbwzodpfc086u5laegcnb
Instrument,Is this finding easy to detect?,yes,clb0lbwzodpfc086u5laegcnb
Instrument,Is there a green/black box artefact?,no,clb0lbwzodpfc086u5laegcnb
Instrument,Is there text?,yes,clb0lbwzodpfc086u5laegcnb
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzodpfc086u5laegcnb
Instrument,How many findings are present?,1,clb0lbwzodpfc086u5laegcnb
Instrument,How many instrumnets are in the image?,1,clb0lbwzodpfc086u5laegcnb
Instrument,Where in the image is the instrument?,center-left; upper-left,clb0lbwzodpfc086u5laegcnb
Instrument,Where in the image is the instrument?,center; lower-center; upper-center,clb0lbwzpdpfg086ud1sx2lpn
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpfg086ud1sx2lpn
Instrument,How many findings are present?,1,clb0lbwzpdpfg086ud1sx2lpn
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpfg086ud1sx2lpn
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpfg086ud1sx2lpn
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpfg086ud1sx2lpn
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpfg086ud1sx2lpn
Instrument,Is there text?,no,clb0lbwzpdpfg086ud1sx2lpn
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpfg086ud1sx2lpn
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpfk086u1okgfpr5
Instrument,Where in the image is the instrument?,center-right; upper-center; upper-left,clb0lbwzpdpfk086u1okgfpr5
Instrument,How many findings are present?,1,clb0lbwzpdpfk086u1okgfpr5
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpfk086u1okgfpr5
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpfk086u1okgfpr5
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpfk086u1okgfpr5
Instrument,Is there text?,no,clb0lbwzpdpfk086u1okgfpr5
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpfk086u1okgfpr5
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpfo086udo7tdj2v
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpfo086udo7tdj2v
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpfo086udo7tdj2v
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpfo086udo7tdj2v
Instrument,Is there text?,yes,clb0lbwzpdpfo086udo7tdj2v
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpfo086udo7tdj2v
Instrument,How many findings are present?,1,clb0lbwzpdpfo086udo7tdj2v
Instrument,How many polyps are in the image?,0,clb0lbwzpdpfo086udo7tdj2v
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpfo086udo7tdj2v
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzpdpfo086udo7tdj2v
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpfs086u5eihawo4
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpfs086u5eihawo4
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpfs086u5eihawo4
Instrument,Is there a green/black box artefact?,yes,clb0lbwzpdpfs086u5eihawo4
Instrument,Is there text?,yes,clb0lbwzpdpfs086u5eihawo4
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpfs086u5eihawo4
Instrument,How many findings are present?,1,clb0lbwzpdpfs086u5eihawo4
Instrument,How many polyps are in the image?,0,clb0lbwzpdpfs086u5eihawo4
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpfs086u5eihawo4
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzpdpfs086u5eihawo4
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzpdpfw086uhsae839d
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpfw086uhsae839d
Instrument,Where in the image is the instrument?,center-right; lower-right; upper-right,clb0lbwzpdpfw086uhsae839d
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpfw086uhsae839d
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpfw086uhsae839d
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpfw086uhsae839d
Instrument,Is there text?,yes,clb0lbwzpdpfw086uhsae839d
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpfw086uhsae839d
Instrument,Are there any instruments in the image? Check all that are present.,metal clip,clb0lbwzpdpg0086uhd7d4n86
Instrument,Where in the image is the instrument?,center-left; lower-center; lower-left; lower-right; upper-center; upper-left,clb0lbwzpdpg0086uhd7d4n86
Instrument,How many findings are present?,1,clb0lbwzpdpg0086uhd7d4n86
Instrument,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,clb0lbwzpdpg0086uhd7d4n86
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpg0086uhd7d4n86
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpg0086uhd7d4n86
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpg0086uhd7d4n86
Instrument,Is there text?,yes,clb0lbwzpdpg0086uhd7d4n86
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpg0086uhd7d4n86
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; white,clb0lbwzpdpg0086uhd7d4n86
Instrument,Where in the image is the abnormality?,center-left; upper-center; upper-left,clb0lbwzpdpg0086uhd7d4n86
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpg4086uhwbretp5
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpg4086uhwbretp5
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzpdpg4086uhwbretp5
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpg4086uhwbretp5
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpg4086uhwbretp5
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpg4086uhwbretp5
Instrument,Is there text?,yes,clb0lbwzpdpg4086uhwbretp5
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpg4086uhwbretp5
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpg8086u02icbb28
Instrument,Is there text?,no,clb0lbwzpdpg8086u02icbb28
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpg8086u02icbb28
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpg8086u02icbb28
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpg8086u02icbb28
Instrument,How many findings are present?,1,clb0lbwzpdpg8086u02icbb28
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzpdpg8086u02icbb28
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzpdpg8086u02icbb28
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpgc086ufxb2dyvu
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpgc086ufxb2dyvu
Instrument,Where in the image is the instrument?,center; center-left; upper-center; upper-left,clb0lbwzpdpgc086ufxb2dyvu
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpgc086ufxb2dyvu
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpgc086ufxb2dyvu
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpgc086ufxb2dyvu
Instrument,Is there text?,no,clb0lbwzpdpgc086ufxb2dyvu
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpgc086ufxb2dyvu
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpgg086u34u63kks
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpgg086u34u63kks
Instrument,Where in the image is the instrument?,center; center-right; lower-center; upper-center; upper-right,clb0lbwzpdpgg086u34u63kks
Instrument,How many findings are present?,1,clb0lbwzpdpgg086u34u63kks
Instrument,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,clb0lbwzpdpgg086u34u63kks
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpgg086u34u63kks
Instrument,Have all polyps been removed?,not relevant,clb0lbwzpdpgg086u34u63kks
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpgg086u34u63kks
Instrument,Is there text?,yes,clb0lbwzpdpgg086u34u63kks
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpgg086u34u63kks
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwzpdpgg086u34u63kks
Instrument,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,clb0lbwzpdpgg086u34u63kks
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzpdpgk086u4ktxbrsn
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpgk086u4ktxbrsn
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzpdpgk086u4ktxbrsn
Instrument,How many findings are present?,1,clb0lbwzpdpgk086u4ktxbrsn
Instrument,Have all polyps been removed?,yes,clb0lbwzpdpgk086u4ktxbrsn
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpgk086u4ktxbrsn
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpgk086u4ktxbrsn
Instrument,Is there text?,no,clb0lbwzpdpgk086u4ktxbrsn
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpgk086u4ktxbrsn
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzpdpgo086ucmqx7nyu
Instrument,How many instrumnets are in the image?,1,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzpdpgo086ucmqx7nyu
Instrument,How many findings are present?,1,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Have all polyps been removed?,no,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Is this finding easy to detect?,yes,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Is there a green/black box artefact?,no,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Is there text?,no,clb0lbwzpdpgo086ucmqx7nyu
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzpdpgo086ucmqx7nyu
Instrument,What is the size of the polyp?,>20mm,clb0lbwzpdpgo086ucmqx7nyu
Instrument,What type of polyp is present?,paris is,clb0lbwzpdpgo086ucmqx7nyu
Instrument,What color is the abnormality? If more than one separate with ;,pink; red; white,clb0lbwzpdpgo086ucmqx7nyu
Instrument,How many polyps are in the image?,1,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Where in the image is the abnormality?,center; center-left; center-right; upper-center; upper-left; upper-right,clb0lbwzpdpgo086ucmqx7nyu
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzqdpgs086udym11lca
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdpgs086udym11lca
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzqdpgs086udym11lca
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdpgs086udym11lca
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdpgs086udym11lca
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdpgs086udym11lca
Instrument,Is there text?,no,clb0lbwzqdpgs086udym11lca
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdpgs086udym11lca
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzqdpgw086ueue6gp2m
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdpgw086ueue6gp2m
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzqdpgw086ueue6gp2m
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdpgw086ueue6gp2m
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdpgw086ueue6gp2m
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdpgw086ueue6gp2m
Instrument,Is there text?,yes,clb0lbwzqdpgw086ueue6gp2m
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdpgw086ueue6gp2m
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzqdph0086uh8q59002
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdph0086uh8q59002
Instrument,Where in the image is the instrument?,center; upper-center,clb0lbwzqdph0086uh8q59002
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdph0086uh8q59002
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdph0086uh8q59002
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdph0086uh8q59002
Instrument,Is there text?,no,clb0lbwzqdph0086uh8q59002
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdph0086uh8q59002
Instrument,Are there any instruments in the image? Check all that are present.,metal clip,clb0lbwzqdph4086uh4ga8lub
Instrument,How many instrumnets are in the image?,2,clb0lbwzqdph4086uh4ga8lub
Instrument,Where in the image is the instrument?,center; center-left; lower-center; lower-right,clb0lbwzqdph4086uh4ga8lub
Instrument,How many findings are present?,2,clb0lbwzqdph4086uh4ga8lub
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzqdph4086uh4ga8lub
Instrument,Have all polyps been removed?,no,clb0lbwzqdph4086uh4ga8lub
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdph4086uh4ga8lub
Instrument,Is there a green/black box artefact?,yes,clb0lbwzqdph4086uh4ga8lub
Instrument,Is there text?,yes,clb0lbwzqdph4086uh4ga8lub
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdph4086uh4ga8lub
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzqdph4086uh4ga8lub
Instrument,What type of polyp is present?,paris ip; paris is,clb0lbwzqdph4086uh4ga8lub
Instrument,What color is the abnormality? If more than one separate with ;,white; pink; brown,clb0lbwzqdph4086uh4ga8lub
Instrument,How many polyps are in the image?,2,clb0lbwzqdph4086uh4ga8lub
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,clb0lbwzqdph4086uh4ga8lub
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzqdph8086u0xcbg904
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdph8086u0xcbg904
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzqdph8086u0xcbg904
Instrument,How many findings are present?,1,clb0lbwzqdph8086u0xcbg904
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzqdph8086u0xcbg904
Instrument,Have all polyps been removed?,no,clb0lbwzqdph8086u0xcbg904
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdph8086u0xcbg904
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdph8086u0xcbg904
Instrument,Is there text?,yes,clb0lbwzqdph8086u0xcbg904
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdph8086u0xcbg904
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzqdph8086u0xcbg904
Instrument,What type of polyp is present?,paris ip,clb0lbwzqdph8086u0xcbg904
Instrument,What color is the abnormality? If more than one separate with ;,white; blue; pink,clb0lbwzqdph8086u0xcbg904
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-right,clb0lbwzqdph8086u0xcbg904
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzqdphc086ufe4negd3
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdphc086ufe4negd3
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzqdphc086ufe4negd3
Instrument,How many findings are present?,1,clb0lbwzqdphc086ufe4negd3
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzqdphc086ufe4negd3
Instrument,Have all polyps been removed?,no,clb0lbwzqdphc086ufe4negd3
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdphc086ufe4negd3
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdphc086ufe4negd3
Instrument,Is there text?,yes,clb0lbwzqdphc086ufe4negd3
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdphc086ufe4negd3
Instrument,What is the size of the polyp?,5-10mm,clb0lbwzqdphc086ufe4negd3
Instrument,What type of polyp is present?,paris is,clb0lbwzqdphc086ufe4negd3
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzqdphg086u4lxie3xb
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdphg086u4lxie3xb
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzqdphg086u4lxie3xb
Instrument,How many findings are present?,2,clb0lbwzqdphg086u4lxie3xb
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwzqdphg086u4lxie3xb
Instrument,Have all polyps been removed?,no,clb0lbwzqdphg086u4lxie3xb
Instrument,Is this finding easy to detect?,yes,clb0lbwzqdphg086u4lxie3xb
Instrument,Is there a green/black box artefact?,yes,clb0lbwzqdphg086u4lxie3xb
Instrument,Is there text?,yes,clb0lbwzqdphg086u4lxie3xb
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdphg086u4lxie3xb
Instrument,What is the size of the polyp?,<5mm,clb0lbwzqdphg086u4lxie3xb
Instrument,What type of polyp is present?,paris ip,clb0lbwzqdphg086u4lxie3xb
Instrument,What color is the abnormality? If more than one separate with ;,pink; white,clb0lbwzqdphg086u4lxie3xb
Instrument,How many polyps are in the image?,1,clb0lbwzqdphg086u4lxie3xb
Instrument,Where in the image is the abnormality?,center-right; upper-right,clb0lbwzqdphg086u4lxie3xb
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzqdphk086uf8o0cfnk
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdphk086uf8o0cfnk
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right; upper-right,clb0lbwzqdphk086uf8o0cfnk
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdphk086uf8o0cfnk
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzqdphk086uf8o0cfnk
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdphk086uf8o0cfnk
Instrument,Is there text?,yes,clb0lbwzqdphk086uf8o0cfnk
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdphk086uf8o0cfnk
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzqdpho086u84f9aohp
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdpho086u84f9aohp
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzqdpho086u84f9aohp
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdpho086u84f9aohp
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzqdpho086u84f9aohp
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdpho086u84f9aohp
Instrument,Is there text?,yes,clb0lbwzqdpho086u84f9aohp
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdpho086u84f9aohp
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzqdphs086u4w261xr7
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdphs086u4w261xr7
Instrument,Where in the image is the instrument?,center; lower-center; lower-right,clb0lbwzqdphs086u4w261xr7
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdphs086u4w261xr7
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzqdphs086u4w261xr7
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdphs086u4w261xr7
Instrument,Is there text?,yes,clb0lbwzqdphs086u4w261xr7
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdphs086u4w261xr7
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzqdphw086u1knh2eh6
Instrument,How many instrumnets are in the image?,1,clb0lbwzqdphw086u1knh2eh6
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzqdphw086u1knh2eh6
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzqdphw086u1knh2eh6
Instrument,Have all polyps been removed?,not relevant,clb0lbwzqdphw086u1knh2eh6
Instrument,Is there a green/black box artefact?,no,clb0lbwzqdphw086u1knh2eh6
Instrument,Is there text?,yes,clb0lbwzqdphw086u1knh2eh6
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzqdphw086u1knh2eh6
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpi0086ufcjqeft4
Instrument,Is there text?,yes,clb0lbwzrdpi0086ufcjqeft4
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpi0086ufcjqeft4
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpi0086ufcjqeft4
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpi0086ufcjqeft4
Instrument,Where in the image is the instrument?,center; center-right; lower-center; lower-right,clb0lbwzrdpi0086ufcjqeft4
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpi0086ufcjqeft4
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps; tube,clb0lbwzrdpi0086ufcjqeft4
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwzrdpi4086ucfvq8m1z
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpi4086ucfvq8m1z
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzrdpi4086ucfvq8m1z
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpi4086ucfvq8m1z
Instrument,Is this finding easy to detect?,not relevant,clb0lbwzrdpi4086ucfvq8m1z
Instrument,Have all polyps been removed?,yes,clb0lbwzrdpi4086ucfvq8m1z
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwzrdpi4086ucfvq8m1z
Instrument,Is there text?,no,clb0lbwzrdpi4086ucfvq8m1z
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwzrdpi8086uhaaa5yj6
Instrument,How many instrumnets are in the image?,1,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwzrdpi8086uhaaa5yj6
Instrument,How many findings are present?,1,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Have all polyps been removed?,not relevant,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Is this finding easy to detect?,yes,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Is there a green/black box artefact?,no,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Is there text?,no,clb0lbwzrdpi8086uhaaa5yj6
Instrument,What type of procedure is the image taken from?,capsule endoscopy,clb0lbwzrdpi8086uhaaa5yj6
Instrument,Where in the image is the abnormality?,center-left; lower-center,clb0lbwzrdpi8086uhaaa5yj6
