source,question,answer,img_id,question_type,question_norm,answer_type
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz2dopc086uherwfgw6,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbwz2dopc086uherwfgw6,Yes/No,have all polyps been removed,None/NA
Instrument,Is this finding easy to detect?,yes,clb0lbwz2dopc086uherwfgw6,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz2dopc086uherwfgw6,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz2dopc086uherwfgw6,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz2dopc086uherwfgw6,Entity,what type of procedure is the image taken from,Token
Instrument,How many findings are present?,1,clb0lbwz2dopc086uherwfgw6,Counting,how many findings are present,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz2dopc086uherwfgw6,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-center; upper-left,clb0lbwz2dopc086uherwfgw6,Location,where in the image is the instrument,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz2dopg086u7hxhe1zm,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbwz2dopg086u7hxhe1zm,Yes/No,have all polyps been removed,None/NA
Instrument,Is this finding easy to detect?,yes,clb0lbwz2dopg086u7hxhe1zm,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz2dopg086u7hxhe1zm,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,no,clb0lbwz2dopg086u7hxhe1zm,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz2dopg086u7hxhe1zm,Entity,what type of procedure is the image taken from,Token
Instrument,How many findings are present?,1,clb0lbwz2dopg086u7hxhe1zm,Counting,how many findings are present,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz2dopg086u7hxhe1zm,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the instrument?,center; center-right; upper-center; upper-left,clb0lbwz2dopg086u7hxhe1zm,Location,where in the image is the instrument,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz2dopk086u6nvg08as,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbwz2dopk086u6nvg08as,Yes/No,have all polyps been removed,None/NA
Instrument,Is this finding easy to detect?,yes,clb0lbwz2dopk086u6nvg08as,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz2dopk086u6nvg08as,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz2dopk086u6nvg08as,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz2dopk086u6nvg08as,Entity,what type of procedure is the image taken from,Token
Instrument,How many findings are present?,1,clb0lbwz2dopk086u6nvg08as,Counting,how many findings are present,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz2dopk086u6nvg08as,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the instrument?,center; center-left; upper-center; upper-left,clb0lbwz2dopk086u6nvg08as,Location,where in the image is the instrument,List
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz2dopo086ua06s478z,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbwz2dopo086ua06s478z,Yes/No,have all polyps been removed,None/NA
Instrument,Is this finding easy to detect?,yes,clb0lbwz2dopo086ua06s478z,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz2dopo086ua06s478z,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz2dopo086ua06s478z,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz2dopo086ua06s478z,Entity,what type of procedure is the image taken from,Token
Instrument,How many findings are present?,1,clb0lbwz2dopo086ua06s478z,Counting,how many findings are present,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz2dopo086ua06s478z,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the instrument?,upper-center,clb0lbwz2dopo086ua06s478z,Location,where in the image is the instrument,Token
Instrument,Are there any instruments in the image? Check all that are present.,polyp snare,clb0lbwz2dops086ug4o06tzt,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz2dops086ug4o06tzt,Yes/No,have all polyps been removed,Yes/No
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz2dops086ug4o06tzt,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Is this finding easy to detect?,yes,clb0lbwz2dops086ug4o06tzt,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz2dops086ug4o06tzt,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz2dops086ug4o06tzt,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz2dops086ug4o06tzt,Entity,what type of procedure is the image taken from,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz2dops086ug4o06tzt,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz2dops086ug4o06tzt,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz2dops086ug4o06tzt,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz2dops086ug4o06tzt,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz2dops086ug4o06tzt,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center-left; lower-center,clb0lbwz2dops086ug4o06tzt,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,center; center-right; lower-right,clb0lbwz2dops086ug4o06tzt,Location,where in the image is the instrument,List
Instrument,What is the size of the polyp?,5-10mm,clb0lbwz2dops086ug4o06tzt,Entity,what is the size of the polyp,Token
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3dopw086u1hctar0h,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz3dopw086u1hctar0h,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3dopw086u1hctar0h,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3dopw086u1hctar0h,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz3dopw086u1hctar0h,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz3dopw086u1hctar0h,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3dopw086u1hctar0h,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,5-10mm,clb0lbwz3dopw086u1hctar0h,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3dopw086u1hctar0h,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz3dopw086u1hctar0h,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz3dopw086u1hctar0h,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3dopw086u1hctar0h,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3dopw086u1hctar0h,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center,clb0lbwz3dopw086u1hctar0h,Location,where in the image is the abnormality,Token
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz3dopw086u1hctar0h,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3doq0086udmw8gdc3,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz3doq0086udmw8gdc3,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3doq0086udmw8gdc3,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doq0086udmw8gdc3,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz3doq0086udmw8gdc3,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz3doq0086udmw8gdc3,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doq0086udmw8gdc3,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,>20mm,clb0lbwz3doq0086udmw8gdc3,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3doq0086udmw8gdc3,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; yellow; white,clb0lbwz3doq0086udmw8gdc3,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz3doq0086udmw8gdc3,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3doq0086udmw8gdc3,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3doq0086udmw8gdc3,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center-right; lower-center; lower-right; upper-right,clb0lbwz3doq0086udmw8gdc3,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz3doq0086udmw8gdc3,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3doq8086udsxzgnde,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,tube,clb0lbwz3doq8086udsxzgnde,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3doq8086udsxzgnde,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doq8086udsxzgnde,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz3doq8086udsxzgnde,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz3doq8086udsxzgnde,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doq8086udsxzgnde,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz3doq8086udsxzgnde,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3doq8086udsxzgnde,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz3doq8086udsxzgnde,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz3doq8086udsxzgnde,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3doq8086udsxzgnde,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3doq8086udsxzgnde,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; lower-center,clb0lbwz3doq8086udsxzgnde,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,center-left; lower-center; lower-left; upper-left,clb0lbwz3doq8086udsxzgnde,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3doqc086ucfhearza,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,metal clip,clb0lbwz3doqc086ucfhearza,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3doqc086ucfhearza,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doqc086ucfhearza,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz3doqc086ucfhearza,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz3doqc086ucfhearza,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doqc086ucfhearza,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz3doqc086ucfhearza,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3doqc086ucfhearza,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz3doqc086ucfhearza,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,3,clb0lbwz3doqc086ucfhearza,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3doqc086ucfhearza,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,2,clb0lbwz3doqc086ucfhearza,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,lower-center; lower-right,clb0lbwz3doqc086ucfhearza,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,center; center-left; lower-center; lower-left; lower-right,clb0lbwz3doqc086ucfhearza,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3doqg086ufaduas6f,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz3doqg086ufaduas6f,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3doqg086ufaduas6f,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doqg086ufaduas6f,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz3doqg086ufaduas6f,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz3doqg086ufaduas6f,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doqg086ufaduas6f,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,>20mm,clb0lbwz3doqg086ufaduas6f,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3doqg086ufaduas6f,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz3doqg086ufaduas6f,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz3doqg086ufaduas6f,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3doqg086ufaduas6f,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3doqg086ufaduas6f,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; center-right; lower-center; lower-left,clb0lbwz3doqg086ufaduas6f,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-right,clb0lbwz3doqg086ufaduas6f,Location,where in the image is the instrument,Token
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3doqk086uapeed55t,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,polyp snare,clb0lbwz3doqk086uapeed55t,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3doqk086uapeed55t,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doqk086uapeed55t,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz3doqk086uapeed55t,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz3doqk086uapeed55t,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doqk086uapeed55t,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,5-10mm,clb0lbwz3doqk086uapeed55t,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3doqk086uapeed55t,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz3doqk086uapeed55t,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz3doqk086uapeed55t,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3doqk086uapeed55t,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3doqk086uapeed55t,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center-right; lower-center; lower-right,clb0lbwz3doqk086uapeed55t,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz3doqk086uapeed55t,Location,where in the image is the instrument,List
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz3doqo086u02bq462k,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,not relevant,clb0lbwz3doqo086u02bq462k,Yes/No,have all polyps been removed,None/NA
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doqo086u02bq462k,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz3doqo086u02bq462k,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,no,clb0lbwz3doqo086u02bq462k,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doqo086u02bq462k,Entity,what type of procedure is the image taken from,Token
Instrument,How many findings are present?,1,clb0lbwz3doqo086u02bq462k,Counting,how many findings are present,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3doqo086u02bq462k,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the instrument?,center-left; lower-left,clb0lbwz3doqo086u02bq462k,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz3doqs086u0kqy5ut2,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz3doqs086u0kqy5ut2,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz3doqs086u0kqy5ut2,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz3doqs086u0kqy5ut2,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz3doqs086u0kqy5ut2,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,no,clb0lbwz3doqs086u0kqy5ut2,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz3doqs086u0kqy5ut2,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz3doqs086u0kqy5ut2,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz3doqs086u0kqy5ut2,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; orange,clb0lbwz3doqs086u0kqy5ut2,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz3doqs086u0kqy5ut2,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz3doqs086u0kqy5ut2,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz3doqs086u0kqy5ut2,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; center-left; center-right; upper-center; upper-left; upper-right,clb0lbwz3doqs086u0kqy5ut2,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz3doqs086u0kqy5ut2,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4doqw086u45hw7gnu,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz4doqw086u45hw7gnu,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4doqw086u45hw7gnu,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4doqw086u45hw7gnu,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4doqw086u45hw7gnu,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4doqw086u45hw7gnu,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4doqw086u45hw7gnu,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,>20mm,clb0lbwz4doqw086u45hw7gnu,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4doqw086u45hw7gnu,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink; orange,clb0lbwz4doqw086u45hw7gnu,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz4doqw086u45hw7gnu,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4doqw086u45hw7gnu,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4doqw086u45hw7gnu,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center-left; lower-center; lower-left; upper-left,clb0lbwz4doqw086u45hw7gnu,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz4doqw086u45hw7gnu,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dor0086ufc3y7f6e,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz4dor0086ufc3y7f6e,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dor0086ufc3y7f6e,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dor0086ufc3y7f6e,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4dor0086ufc3y7f6e,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4dor0086ufc3y7f6e,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dor0086ufc3y7f6e,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz4dor0086ufc3y7f6e,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dor0086ufc3y7f6e,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; brown; pink; orange,clb0lbwz4dor0086ufc3y7f6e,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz4dor0086ufc3y7f6e,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4dor0086ufc3y7f6e,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,1,clb0lbwz4dor0086ufc3y7f6e,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center; lower-center,clb0lbwz4dor0086ufc3y7f6e,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,lower-center; lower-right,clb0lbwz4dor0086ufc3y7f6e,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dor4086uhmzu7ldd,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,metal clip,clb0lbwz4dor4086uhmzu7ldd,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dor4086uhmzu7ldd,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dor4086uhmzu7ldd,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,no,clb0lbwz4dor4086uhmzu7ldd,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,yes,clb0lbwz4dor4086uhmzu7ldd,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dor4086uhmzu7ldd,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz4dor4086uhmzu7ldd,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dor4086uhmzu7ldd,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz4dor4086uhmzu7ldd,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,4,clb0lbwz4dor4086uhmzu7ldd,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4dor4086uhmzu7ldd,Counting,how many polyps are in the image,Numeric
Instrument,How many instrumnets are in the image?,3,clb0lbwz4dor4086uhmzu7ldd,Counting,how many instrumnets are in the image,Numeric
Instrument,Where in the image is the abnormality?,center-right; lower-right; upper-right,clb0lbwz4dor4086uhmzu7ldd,Location,where in the image is the abnormality,List
Instrument,Where in the image is the instrument?,center; center-left; center-right; upper-center; upper-left; upper-right,clb0lbwz4dor4086uhmzu7ldd,Location,where in the image is the instrument,List
Instrument,Are there any abnormalities in the image? Check all that are present.,polyp,clb0lbwz4dor8086u8fvi399d,Yes/No,are there any abnormalities in the image? check all that are present,Token
Instrument,Are there any instruments in the image? Check all that are present.,biopsy forceps,clb0lbwz4dor8086u8fvi399d,Yes/No,are there any instruments in the image? check all that are present,Token
Instrument,Have all polyps been removed?,no,clb0lbwz4dor8086u8fvi399d,Yes/No,have all polyps been removed,Yes/No
Instrument,Is this finding easy to detect?,yes,clb0lbwz4dor8086u8fvi399d,Yes/No,is this finding easy to detect,Yes/No
Instrument,Is there a green/black box artefact?,yes,clb0lbwz4dor8086u8fvi399d,Yes/No,is there a green/black box artefact,Yes/No
Instrument,Is there text?,no,clb0lbwz4dor8086u8fvi399d,Yes/No,is there text,Yes/No
Instrument,What type of procedure is the image taken from?,colonoscopy,clb0lbwz4dor8086u8fvi399d,Entity,what type of procedure is the image taken from,Token
Instrument,What is the size of the polyp?,11-20mm,clb0lbwz4dor8086u8fvi399d,Entity,what is the size of the polyp,Token
Instrument,What type of polyp is present?,paris ip,clb0lbwz4dor8086u8fvi399d,Entity,what type of polyp is present,Token
Instrument,What color is the abnormality? If more than one separate with ;,red; pink,clb0lbwz4dor8086u8fvi399d,Color,what color is the abnormality? if more than one separate with ;,List
Instrument,How many findings are present?,2,clb0lbwz4dor8086u8fvi399d,Counting,how many findings are present,Numeric
Instrument,How many polyps are in the image?,1,clb0lbwz4dor8086u8fvi399d,Counting,how many polyps are in the image,Numeric
